online_order,book_table,rate,location,rest_type,cuisines,type,cost_per_person
Yes,No,3.3,Richmond Road,Quick Bites,"Biryani, South Indian",Delivery,150.0
Yes,No,3.9,BTM,Quick Bites,"North Indian, Chinese",Delivery,250.0
Yes,No,4.3,HSR,Quick Bites,South Indian,Delivery,75.0
Yes,No,4.0,HSR,Casual Dining,"South Indian, North Indian, Chinese, Beverages",Delivery,150.0
Yes,No,3.2,HSR,Casual Dining,"Bengali, Seafood",Delivery,300.0
Yes,No,3.7,BTM,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",Delivery,200.0
Yes,No,4.3,Koramangala 6th Block,Quick Bites,South Indian,Delivery,125.0
Yes,No,3.6,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese",Delivery,250.0
Yes,No,3.9,HSR,Delivery,"Chinese, Thai, Momos",Delivery,300.0
Yes,No,4.2,HSR,Dessert Parlor,"Desserts, Beverages",Delivery,250.0
Yes,No,3.7,BTM,Quick Bites,"Arabian, Afghan",Delivery,200.0
Yes,No,3.3,Koramangala 1st Block,Delivery,North Indian,Delivery,200.0
Yes,No,4.3,Koramangala 5th Block,Casual Dining,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",Delivery,400.0
Yes,No,3.7,Wilson Garden,Quick Bites,North Indian,Delivery,175.0
Yes,No,3.5,Old Airport Road,Quick Bites,"North Indian, Fast Food",Delivery,175.0
Yes,No,4.0,Hosur Road,Quick Bites,North Indian,Delivery,125.0
Yes,No,3.6,BTM,Casual Dining,"Biryani, North Indian, Chinese",Delivery,300.0
Yes,No,3.6,Koramangala 5th Block,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",Delivery,300.0
Yes,Yes,4.0,Koramangala 5th Block,Casual Dining,"Mughlai, North Indian",Delivery,400.0
Yes,No,4.1,Koramangala 5th Block,Casual Dining,"Biryani, North Indian, Chinese, Hyderabadi",Delivery,375.0
Yes,No,3.9,BTM,Quick Bites,"Rolls, Chinese",Delivery,150.0
Yes,No,3.9,BTM,Casual Dining,"Andhra, Chinese, North Indian, Biryani",Delivery,250.0
Yes,No,3.7,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",Delivery,175.0
Yes,No,3.9,Domlur,Casual Dining,"North Indian, Chinese, Biryani, Seafood",Delivery,300.0
Yes,No,3.9,Koramangala 6th Block,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.9,HSR,Quick Bites,"Biryani, Hyderabadi, Chinese",Delivery,300.0
Yes,No,3.7,BTM,Quick Bites,"Kerala, South Indian",Delivery,200.0
Yes,No,4.2,Koramangala 4th Block,Delivery,"North Indian, Biryani",Delivery,225.0
Yes,No,3.4,Koramangala 1st Block,Delivery,"North Indian, BBQ, Biryani, Kebab",Delivery,225.0
Yes,No,3.8,Koramangala 1st Block,Quick Bites,"Burger, Continental, Fast Food",Delivery,200.0
Yes,No,3.4,Koramangala 4th Block,Quick Bites,"Biryani, Kebab",Delivery,200.0
Yes,No,3.9,Koramangala 1st Block,Casual Dining,Biryani,Delivery,375.0
Yes,No,3.7,BTM,Delivery,"North Indian, Chinese, Continental",Delivery,200.0
Yes,No,4.2,Koramangala 7th Block,Dessert Parlor,"Bakery, Desserts, Beverages",Delivery,225.0
Yes,No,4.0,Koramangala 6th Block,Delivery,"Healthy Food, North Indian, Thai",Delivery,250.0
Yes,No,3.7,Koramangala 4th Block,Quick Bites,"North Indian, South Indian, Chinese",Delivery,200.0
Yes,No,3.8,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese, Beverages",Delivery,100.0
Yes,No,3.7,Koramangala 1st Block,Delivery,"Mughlai, Chinese, North Indian",Delivery,150.0
Yes,No,4.1,BTM,Quick Bites,Arabian,Delivery,125.0
Yes,No,3.8,Koramangala 1st Block,Quick Bites,"Mangalorean, Chinese, North Indian",Delivery,150.0
Yes,No,4.0,HSR,Casual Dining,"Italian, Mediterranean, European, Sandwich",Delivery,350.0
Yes,No,3.7,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,125.0
Yes,No,3.1,BTM,Casual Dining,"Kerala, Chinese, South Indian, North Indian",Delivery,350.0
Yes,No,3.7,BTM,Quick Bites,"North Indian, Fast Food, Biryani, Chinese",Delivery,250.0
Yes,No,4.1,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",Delivery,250.0
Yes,No,4.6,Koramangala 1st Block,Dessert Parlor,"Desserts, Beverages",Delivery,150.0
Yes,No,3.9,HSR,Dessert Parlor,"Beverages, Bubble Tea, Desserts",Delivery,200.0
Yes,Yes,4.1,Indiranagar,Casual Dining,"Chinese, Vietnamese, Momos, Thai",Delivery,400.0
Yes,No,3.8,Koramangala 1st Block,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",Delivery,250.0
Yes,No,2.6,Bommanahalli,Casual Dining,"Biryani, Hyderabadi, North Indian",Delivery,350.0
Yes,No,3.6,HSR,"Takeaway, Delivery","North Indian, Chinese, Fast Food",Delivery,150.0
Yes,No,4.1,Koramangala 6th Block,Quick Bites,"Burger, Pizza, Momos",Delivery,300.0
Yes,No,3.3,Koramangala 7th Block,Quick Bites,North Indian,Delivery,200.0
Yes,No,3.2,Ejipura,Quick Bites,"Chinese, North Indian",Delivery,150.0
Yes,No,3.3,Koramangala 4th Block,Delivery,"North Indian, Mughlai",Delivery,200.0
Yes,No,4.0,BTM,Quick Bites,"Sandwich, Fast Food",Delivery,50.0
Yes,No,4.3,Indiranagar,Dessert Parlor,Desserts,Delivery,150.0
Yes,No,3.6,BTM,Quick Bites,"Andhra, Biryani",Delivery,150.0
Yes,No,3.2,HSR,Casual Dining,"South Indian, Street Food, Fast Food, Desserts, Beverages",Delivery,200.0
Yes,No,2.9,BTM,Casual Dining,Oriya,Delivery,100.0
Yes,No,4.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",Delivery,400.0
Yes,No,4.1,BTM,Sweet Shop,"Mithai, Street Food",Delivery,200.0
Yes,No,3.4,HSR,"Takeaway, Delivery","Arabian, Middle Eastern",Delivery,200.0
Yes,Yes,4.9,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos",Delivery,750.0
Yes,No,4.1,Koramangala 3rd Block,Cafe,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",Delivery,400.0
Yes,No,3.4,BTM,Delivery,"Biryani, North Indian",Delivery,300.0
Yes,No,4.1,Koramangala 7th Block,"Beverage Shop, Quick Bites","Juices, Healthy Food",Delivery,150.0
Yes,No,3.8,HSR,Quick Bites,North Indian,Delivery,200.0
Yes,No,3.9,Jayanagar,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.8,Koramangala 7th Block,Casual Dining,"Pizza, Italian",Delivery,200.0
Yes,No,3.9,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese, Continental",Delivery,225.0
Yes,No,3.9,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,150.0
Yes,No,4.0,HSR,Dessert Parlor,"Ice Cream, Desserts",Delivery,225.0
Yes,No,4.4,Indiranagar,Delivery,"Healthy Food, Desserts",Delivery,250.0
Yes,No,4.0,Koramangala 6th Block,Delivery,"Thai, Chinese",Delivery,250.0
Yes,No,3.6,HSR,Delivery,"Biryani, Fast Food, Rolls, Momos",Delivery,200.0
Yes,No,3.9,Koramangala 1st Block,Delivery,"Mediterranean, Middle Eastern, Wraps, Rolls",Delivery,200.0
Yes,No,3.1,HSR,Casual Dining,"Chettinad, South Indian",Delivery,275.0
Yes,No,4.3,Koramangala 7th Block,Quick Bites,North Indian,Delivery,225.0
Yes,Yes,4.4,Koramangala 4th Block,Casual Dining,Vietnamese,Delivery,500.0
Yes,No,3.9,BTM,Beverage Shop,"Beverages, Ice Cream",Delivery,100.0
Yes,No,4.1,Koramangala 5th Block,Cafe,"Cafe, Continental",Delivery,300.0
Yes,No,3.9,Koramangala 6th Block,Delivery,"Fast Food, Burger, Sandwich, Pizza",Delivery,150.0
Yes,No,3.5,HSR,Casual Dining,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",Delivery,275.0
Yes,No,3.7,Indiranagar,Delivery,"North Indian, Chinese",Delivery,150.0
Yes,No,4.1,Koramangala 6th Block,Casual Dining,"Bengali, Mughlai",Delivery,325.0
Yes,No,4.4,Koramangala 6th Block,Cafe,"Cafe, North Indian, Pizza, Sandwich, Salad",Delivery,250.0
Yes,No,4.0,Koramangala 4th Block,Delivery,"North Indian, Chinese, Biryani",Delivery,250.0
Yes,No,4.5,HSR,Casual Dining,"Steak, Continental, Burger, BBQ",Delivery,600.0
Yes,No,4.1,Koramangala 1st Block,"Takeaway, Delivery","Healthy Food, Salad",Delivery,325.0
Yes,No,3.6,BTM,Quick Bites,"North Indian, South Indian, Chinese",Delivery,100.0
Yes,No,4.0,Koramangala 4th Block,Quick Bites,"Continental, Pizza, Chinese",Delivery,200.0
Yes,No,3.2,Domlur,Quick Bites,"Chinese, Momos",Delivery,300.0
Yes,No,3.4,BTM,Quick Bites,"Street Food, Fast Food",Delivery,100.0
Yes,No,3.3,HSR,"Takeaway, Delivery",Arabian,Delivery,200.0
Yes,No,4.0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Bengali",Delivery,225.0
Yes,No,3.5,Domlur,Delivery,Burger,Delivery,150.0
Yes,No,3.7,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese",Delivery,250.0
Yes,No,3.7,BTM,Quick Bites,"Biryani, Kebab",Delivery,200.0
Yes,No,3.8,BTM,Quick Bites,"Fast Food, Juices",Delivery,150.0
Yes,No,4.1,Koramangala 6th Block,Quick Bites,North Indian,Delivery,300.0
Yes,No,3.700448817952718,HSR,"Takeaway, Delivery","Biryani, Fast Food",Delivery,175.0
Yes,No,4.0,Koramangala 7th Block,Casual Dining,"Tibetan, Chinese, Momos",Delivery,250.0
Yes,Yes,4.6,Indiranagar,Casual Dining,"European, Italian, Desserts, Salad, Juices, Steak",Delivery,800.0
Yes,No,4.1,BTM,Delivery,"Mexican, Italian",Delivery,300.0
Yes,No,4.2,BTM,Quick Bites,"Chinese, Continental, Fast Food, Healthy Food",Delivery,150.0
Yes,No,3.8,Koramangala 5th Block,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",Delivery,400.0
Yes,No,3.9,Koramangala 6th Block,Quick Bites,"Street Food, Gujarati",Delivery,150.0
Yes,No,3.6,HSR,"Takeaway, Delivery",North Indian,Delivery,150.0
Yes,No,3.4,BTM,"Takeaway, Delivery","Mithai, Desserts",Delivery,100.0
Yes,No,4.0,Indiranagar,Delivery,Biryani,Delivery,200.0
Yes,No,3.9,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese",Delivery,20.0
Yes,No,3.6,Domlur,Delivery,Bakery,Delivery,125.0
Yes,No,3.8,BTM,"Food Court, Dessert Parlor","Ice Cream, Bakery, Desserts",Delivery,100.0
Yes,No,3.6,BTM,Beverage Shop,Juices,Delivery,100.0
Yes,No,3.6,BTM,Quick Bites,"North Indian, Chinese",Delivery,150.0
Yes,No,3.5,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese, Continental",Delivery,250.0
Yes,No,4.1,Koramangala 7th Block,Casual Dining,Assamese,Delivery,250.0
Yes,No,3.5,HSR,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi",Delivery,300.0
Yes,No,3.6,HSR,Quick Bites,"Biryani, Chinese, North Indian, Kebab",Delivery,200.0
Yes,No,3.2,HSR,Casual Dining,"South Indian, North Indian, Chinese, Biryani",Delivery,350.0
Yes,No,4.3,Koramangala 4th Block,Bakery,"Bakery, Desserts",Delivery,200.0
Yes,No,3.9,HSR,Dessert Parlor,"Desserts, Beverages",Delivery,150.0
Yes,No,4.0,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos, Vietnamese",Delivery,400.0
Yes,Yes,3.9,BTM,Casual Dining,"North Indian, Chinese, South Indian",Delivery,450.0
Yes,No,4.3,Koramangala 5th Block,Quick Bites,"Tibetan, Chinese, Continental, Momos",Delivery,300.0
Yes,Yes,4.2,HSR,Casual Dining,"Japanese, North Indian, Italian, Korean, Mexican, Thai",Delivery,900.0
Yes,No,4.1,Koramangala 5th Block,Delivery,"Andhra, Biryani, Chinese",Delivery,150.0
Yes,No,3.4,BTM,Delivery,"North Indian, Fast Food",Delivery,250.0
Yes,No,3.700448817952718,BTM,Quick Bites,North Indian,Delivery,175.0
Yes,No,4.2,Koramangala 5th Block,Beverage Shop,Beverages,Delivery,200.0
Yes,Yes,4.5,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",Delivery,400.0
Yes,No,3.2,Domlur,Mess,"Andhra, Biryani, Chinese",Delivery,200.0
Yes,No,4.0,BTM,Delivery,"Biryani, Chinese, Mughlai, Fast Food, Kebab",Delivery,250.0
Yes,No,4.0,Koramangala 5th Block,Beverage Shop,"Beverages, Fast Food",Delivery,200.0
Yes,No,3.8,BTM,Beverage Shop,"Beverages, Juices",Delivery,75.0
Yes,Yes,4.2,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",Delivery,325.0
Yes,No,4.0,BTM,"Dessert Parlor, Beverage Shop","Desserts, Beverages, Bakery, Ice Cream",Delivery,150.0
Yes,No,4.1,Koramangala 6th Block,Cafe,"Cafe, Desserts",Delivery,350.0
Yes,No,4.2,Koramangala 7th Block,Quick Bites,"Tibetan, Chinese, Momos",Delivery,225.0
Yes,No,3.7,Domlur,Casual Dining,"Andhra, Biryani",Delivery,300.0
Yes,No,3.9,BTM,Quick Bites,"South Indian, Seafood, Biryani",Delivery,150.0
Yes,No,3.1,BTM,"Takeaway, Delivery","Kebab, Rolls",Delivery,200.0
Yes,No,4.5,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",Delivery,250.0
Yes,No,3.6,BTM,Quick Bites,Maharashtrian,Delivery,100.0
Yes,No,4.1,Koramangala 1st Block,"Beverage Shop, Quick Bites","Juices, Fast Food",Delivery,100.0
Yes,No,3.0,HSR,Quick Bites,"Andhra, Hyderabadi, North Indian",Delivery,150.0
Yes,No,3.7,HSR,"Takeaway, Delivery","Juices, Beverages, Ice Cream",Delivery,75.0
Yes,Yes,4.2,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",Delivery,400.0
Yes,No,4.2,Koramangala 8th Block,Delivery,"Bakery, Desserts",Delivery,250.0
Yes,No,3.9,BTM,Casual Dining,North Indian,Delivery,250.0
Yes,No,4.0,Koramangala 5th Block,Kiosk,"Turkish, Rolls",Delivery,150.0
Yes,No,3.6,Koramangala 1st Block,Quick Bites,"North Indian, Fast Food, Street Food",Delivery,150.0
Yes,No,3.6,Koramangala 1st Block,"Takeaway, Delivery","Italian, North Indian, Biryani",Delivery,250.0
Yes,No,3.7,HSR,Quick Bites,"Biryani, Italian, BBQ",Delivery,175.0
Yes,No,4.3,Koramangala 7th Block,Casual Dining,North Indian,Delivery,300.0
Yes,Yes,4.4,Koramangala 5th Block,Cafe,"Cafe, Salad",Delivery,400.0
Yes,No,4.2,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",Delivery,200.0
Yes,No,3.2,HSR,Quick Bites,"Chinese, Thai, American, Momos",Delivery,100.0
Yes,No,3.1,HSR,Delivery,"Chinese, North Indian",Delivery,225.0
Yes,No,3.8,HSR,Quick Bites,North Indian,Delivery,175.0
Yes,No,3.2,Domlur,Quick Bites,"Pizza, Italian",Delivery,300.0
Yes,No,3.8,HSR,Quick Bites,"Oriya, Bengali",Delivery,175.0
Yes,No,4.1,HSR,Quick Bites,"South Indian, Kerala",Delivery,100.0
Yes,No,3.7,BTM,Quick Bites,"Chinese, North Indian",Delivery,150.0
Yes,Yes,4.2,Koramangala 5th Block,Casual Dining,North Indian,Delivery,350.0
Yes,No,3.9,BTM,Quick Bites,"North Indian, South Indian, Gujarati",Delivery,175.0
Yes,No,3.7,BTM,Beverage Shop,"Ice Cream, Juices, Beverages",Delivery,100.0
Yes,No,3.6,Koramangala 7th Block,Cafe,"Cafe, Tea, North Indian",Delivery,250.0
Yes,Yes,4.3,Koramangala 5th Block,"Casual Dining, Pub","North Indian, Chinese, Pizza",Delivery,500.0
Yes,No,3.6,BTM,Quick Bites,Kerala,Delivery,200.0
Yes,No,3.7,Koramangala 1st Block,"Casual Dining, Bar",Continental,Delivery,600.0
Yes,No,3.8,BTM,Quick Bites,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",Delivery,150.0
Yes,No,4.6,Koramangala 7th Block,Lounge,"American, North Indian, Chinese, Finger Food",Delivery,750.0
Yes,No,4.0,Ejipura,Delivery,"Burger, American, Italian",Delivery,175.0
Yes,Yes,4.5,Koramangala 4th Block,Casual Dining,"Italian, Pizza, Salad",Delivery,650.0
Yes,No,3.9,Koramangala 7th Block,Casual Dining,Bengali,Delivery,300.0
Yes,No,3.6,BTM,Delivery,Healthy Food,Delivery,225.0
Yes,No,3.8,Koramangala 1st Block,Quick Bites,"Kerala, South Indian",Delivery,100.0
Yes,Yes,4.5,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Chinese, Continental, Mangalorean",Delivery,600.0
Yes,No,3.3,HSR,Delivery,"North Indian, Chinese",Delivery,150.0
Yes,No,3.6,Koramangala 7th Block,Quick Bites,"Healthy Food, Pizza, Italian, South Indian, North Indian",Delivery,250.0
Yes,No,3.6,Ejipura,Beverage Shop,"Beverages, Fast Food, Ice Cream",Delivery,100.0
Yes,No,3.4,BTM,"Takeaway, Delivery","Chinese, North Indian",Delivery,125.0
Yes,No,3.7,Koramangala 6th Block,Casual Dining,North Indian,Delivery,350.0
No,No,4.0,Koramangala 4th Block,Cafe,"Cafe, Continental, Italian, Burger, Pizza",Delivery,325.0
Yes,No,4.0,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",Delivery,200.0
Yes,No,3.1,BTM,Quick Bites,"North Indian, Chinese",Delivery,200.0
Yes,No,3.8,Koramangala 5th Block,Quick Bites,"Fast Food, Burger",Delivery,250.0
Yes,No,4.3,Koramangala 5th Block,Quick Bites,Fast Food,Delivery,200.0
Yes,No,3.7,HSR,"Takeaway, Delivery",Bihari,Delivery,200.0
Yes,No,4.3,HSR,Casual Dining,"BBQ, Chinese, Japanese, Asian",Delivery,500.0
Yes,No,4.2,Koramangala 6th Block,Cafe,Cafe,Delivery,300.0
Yes,No,3.6,BTM,Beverage Shop,"Beverages, Juices",Delivery,50.0
Yes,No,3.700448817952718,HSR,Quick Bites,North Indian,Delivery,150.0
No,No,3.3,Koramangala 5th Block,"Takeaway, Delivery","Biryani, Kebab, Rolls",Delivery,300.0
Yes,Yes,4.1,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Fast Food, Biryani",Delivery,300.0
Yes,No,4.0,Richmond Road,Quick Bites,"Arabian, Biryani, Rolls, Kebab",Delivery,200.0
Yes,No,4.1,Koramangala 5th Block,Quick Bites,Fast Food,Delivery,125.0
Yes,No,3.6,BTM,"Takeaway, Delivery",Rolls,Delivery,100.0
Yes,No,3.0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Chinese",Delivery,250.0
Yes,No,3.4,BTM,Delivery,"North Indian, Chinese",Delivery,200.0
Yes,No,3.5,HSR,Quick Bites,"North Indian, Rolls, Street Food",Delivery,100.0
Yes,No,3.8,HSR,Quick Bites,"Rolls, Salad, Sandwich",Delivery,200.0
Yes,Yes,4.4,Koramangala 4th Block,Casual Dining,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Delivery,500.0
Yes,No,3.2,BTM,Quick Bites,"North Indian, Chinese, Rolls",Delivery,125.0
Yes,No,3.7,Koramangala 6th Block,Delivery,Pizza,Delivery,300.0
Yes,No,3.7,Koramangala 6th Block,Quick Bites,"Fast Food, Rolls",Delivery,225.0
Yes,No,4.0,Koramangala 1st Block,Delivery,"BBQ, Fast Food",Delivery,150.0
Yes,No,3.9,Ejipura,Quick Bites,"Bengali, North Indian",Delivery,250.0
Yes,No,3.9,Koramangala 4th Block,Casual Dining,"Chinese, Thai, Momos",Delivery,250.0
Yes,No,3.7,HSR,Cafe,"Cafe, Fast Food, North Indian",Delivery,300.0
Yes,No,4.1,Koramangala 5th Block,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",Delivery,225.0
Yes,No,3.9,Koramangala 7th Block,Delivery,"Healthy Food, Beverages",Delivery,300.0
Yes,No,3.3,BTM,Quick Bites,"North Indian, Biryani, Chinese, Arabian",Delivery,200.0
Yes,Yes,4.5,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Salad",Delivery,650.0
Yes,No,3.4,BTM,Quick Bites,"South Indian, North Indian",Delivery,100.0
Yes,No,3.5,BTM,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food, Chinese",Delivery,200.0
Yes,Yes,3.8,HSR,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",Delivery,300.0
Yes,No,4.1,Koramangala 4th Block,Dessert Parlor,Desserts,Delivery,150.0
Yes,No,4.0,HSR,Casual Dining,"Biryani, North Indian, Chinese, Seafood",Delivery,400.0
Yes,No,3.700448817952718,HSR,"Takeaway, Delivery",North Indian,Delivery,175.0
Yes,No,3.4,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",Delivery,150.0
Yes,No,3.8,Indiranagar,Quick Bites,"Fast Food, Momos",Delivery,100.0
Yes,No,3.5,HSR,Quick Bites,"North Indian, South Indian, Chinese",Delivery,200.0
Yes,No,2.6,BTM,"Takeaway, Delivery","Arabian, North Indian, Chinese",Delivery,150.0
Yes,No,3.1,BTM,Quick Bites,"North Indian, Momos, Rolls, Fast Food",Delivery,150.0
Yes,No,3.1,Domlur,Mess,"Biryani, South Indian, North Indian",Delivery,150.0
Yes,No,3.7,Koramangala 5th Block,"Takeaway, Delivery","Biryani, North Indian, Desserts",Delivery,300.0
Yes,Yes,4.1,Koramangala 4th Block,Casual Dining,North Indian,Delivery,500.0
Yes,No,3.5,BTM,Quick Bites,"Bengali, North Indian, Chinese",Delivery,250.0
Yes,No,3.700448817952718,Indiranagar,"Takeaway, Delivery","Burger, Juices",Delivery,100.0
Yes,No,4.0,Koramangala 1st Block,Quick Bites,"Salad, Healthy Food, Street Food",Delivery,150.0
Yes,No,3.6,BTM,Quick Bites,"South Indian, Kerala, Chinese",Delivery,175.0
Yes,No,3.5,Wilson Garden,Quick Bites,"Fast Food, Burger",Delivery,150.0
Yes,No,3.700448817952718,Koramangala 5th Block,Quick Bites,"Chinese, Momos, Nepalese, Tibetan",Delivery,100.0
Yes,No,4.1,HSR,Beverage Shop,"Beverages, Desserts, Ice Cream",Delivery,200.0
Yes,No,3.7,HSR,"Takeaway, Delivery",South Indian,Delivery,150.0
Yes,No,3.8,Koramangala 5th Block,Dessert Parlor,Desserts,Delivery,200.0
Yes,Yes,4.2,Koramangala 7th Block,Casual Dining,"North Indian, Chinese, Assamese",Delivery,400.0
Yes,No,3.9,Koramangala 7th Block,Quick Bites,"Fast Food, American, Chinese",Delivery,300.0
Yes,No,4.3,Koramangala 1st Block,Quick Bites,"Lebanese, Middle Eastern",Delivery,150.0
Yes,No,3.5,Koramangala 1st Block,Quick Bites,"Lucknowi, Chinese",Delivery,250.0
Yes,No,3.9,HSR,Casual Dining,"Italian, Chinese, Continental, Steak",Delivery,500.0
Yes,Yes,4.0,Koramangala 6th Block,Casual Dining,North Indian,Delivery,300.0
Yes,No,3.3,Koramangala 5th Block,Beverage Shop,Beverages,Delivery,75.0
Yes,Yes,4.3,Koramangala 4th Block,Quick Bites,"Desserts, Ice Cream, Beverages",Delivery,225.0
Yes,No,3.6,BTM,"Takeaway, Delivery","North Indian, Chinese",Delivery,200.0
Yes,Yes,4.5,Koramangala 5th Block,"Casual Dining, Microbrewery","Continental, Mediterranean, North Indian, Chinese, Finger Food",Delivery,800.0
Yes,No,4.2,Koramangala 5th Block,Casual Dining,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",Delivery,300.0
Yes,No,3.9,Koramangala 4th Block,Food Court,"Tibetan, Momos",Delivery,200.0
Yes,No,4.0,HSR,Casual Dining,"Chinese, Asian, Seafood",Delivery,400.0
Yes,No,4.2,Bannerghatta Road,Quick Bites,"American, Burger, Fast Food",Delivery,200.0
Yes,Yes,4.2,Koramangala 5th Block,Casual Dining,"Chettinad, Andhra, Kerala",Delivery,650.0
Yes,No,3.7,Koramangala 7th Block,Delivery,North Indian,Delivery,250.0
Yes,No,4.1,HSR,Casual Dining,North Indian,Delivery,325.0
Yes,Yes,4.2,Koramangala 5th Block,Casual Dining,"Seafood, Mangalorean, Chinese",Delivery,400.0
Yes,No,3.6,HSR,"Takeaway, Delivery","Continental, American",Delivery,250.0
Yes,No,3.7,Koramangala 7th Block,"Takeaway, Delivery","Fast Food, North Indian",Delivery,200.0
Yes,No,3.5,Koramangala 8th Block,Quick Bites,"Nepalese, Momos, Chinese",Delivery,175.0
Yes,No,3.7,Koramangala 5th Block,Casual Dining,"Mangalorean, Seafood, North Indian, Chinese",Delivery,300.0
Yes,No,3.700448817952718,BTM,Quick Bites,"Beverages, Desserts",Delivery,100.0
Yes,No,3.6,Koramangala 5th Block,Quick Bites,Fast Food,Delivery,150.0
Yes,No,3.700448817952718,BTM,Quick Bites,"American, Continental",Delivery,100.0
Yes,No,3.700448817952718,Jayanagar,Quick Bites,"Fast Food, Rolls",Delivery,150.0
Yes,No,3.0,Domlur,Dessert Parlor,"Desserts, Juices, Fast Food",Delivery,100.0
Yes,No,3.2,Koramangala 5th Block,Quick Bites,"Arabian, Sandwich, Rolls, Burger",Delivery,150.0
Yes,No,2.8,Koramangala 7th Block,Casual Dining,"North Indian, Chinese, BBQ",Delivery,350.0
Yes,No,3.9,HSR,Quick Bites,Fast Food,Delivery,125.0
Yes,No,3.8,HSR,Casual Dining,"North Indian, Chinese",Delivery,350.0
Yes,No,3.8,Koramangala 4th Block,Delivery,"Biryani, North Indian",Delivery,300.0
Yes,No,4.3,HSR,Casual Dining,"American, Modern Indian, Italian, South Indian",Delivery,350.0
Yes,No,2.9,Domlur,Delivery,"Italian, Pizza",Delivery,300.0
Yes,No,3.3,HSR,Quick Bites,Fast Food,Delivery,150.0
